Force,Position,date
134.328,131.67199999999997,Sun Jul 27 2014 09:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 10:24:00 GMT-0400 (EDT)
360.37800000000004,341.46000000000004,Sun Jul 27 2014 11:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 12:24:00 GMT-0400 (EDT)
200.603,206.34,Sun Jul 27 2014 13:24:00 GMT-0400 (EDT)
329.572,334.53499999999997,Sun Jul 27 2014 14:24:00 GMT-0400 (EDT)
193.014,199.234,Sun Jul 27 2014 15:24:00 GMT-0400 (EDT)
216.686,199.134,Sun Jul 27 2014 16:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 17:24:00 GMT-0400 (EDT)
283.037,277.66600000000005,Sun Jul 27 2014 18:24:00 GMT-0400 (EDT)
735.1789999999999,678.2059999999999,Sun Jul 27 2014 19:24:00 GMT-0400 (EDT)
269.24,270.76599999999996,Sun Jul 27 2014 20:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 21:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 22:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 23:24:00 GMT-0400 (EDT)
58,67.402,Mon Jul 28 2014 00:24:00 GMT-0400 (EDT)
0,0,Mon Jul 28 2014 01:24:00 GMT-0400 (EDT)
443.55100000000004,405.54699999999997,Mon Jul 28 2014 02:24:00 GMT-0400 (EDT)
470.79200000000003,471.96600000000007,Mon Jul 28 2014 03:24:00 GMT-0400 (EDT)
59.473,63.334,Mon Jul 28 2014 04:24:00 GMT-0400 (EDT)
327.781,343.85600000000005,Mon Jul 28 2014 05:24:00 GMT-0400 (EDT)
270.408,269.741,Mon Jul 28 2014 06:24:00 GMT-0400 (EDT)
257.96,263.132,Mon Jul 28 2014 07:24:00 GMT-0400 (EDT)
481.878,483.86400000000003,Mon Jul 28 2014 08:24:00 GMT-0400 (EDT)
141.93200000000002,131.474,Mon Jul 28 2014 09:24:00 GMT-0400 (EDT)
203.638,203.196,Mon Jul 28 2014 10:24:00 GMT-0400 (EDT)
123.18000000000002,127.652,Mon Jul 28 2014 11:24:00 GMT-0400 (EDT)
0,0,Mon Jul 28 2014 12:24:00 GMT-0400 (EDT)
197.84799999999998,198.583,Mon Jul 28 2014 13:24:00 GMT-0400 (EDT)
56.961,69.264,Mon Jul 28 2014 14:24:00 GMT-0400 (EDT)
399.43899999999996,409.069,Mon Jul 28 2014 15:24:00 GMT-0400 (EDT)
53.309000000000005,67.471,Mon Jul 28 2014 16:24:00 GMT-0400 (EDT)
543.272,542.835,Mon Jul 28 2014 17:24:00 GMT-0400 (EDT)
51.395,60.516,Mon Jul 28 2014 18:24:00 GMT-0400 (EDT)
0,0,Mon Jul 28 2014 19:24:00 GMT-0400 (EDT)
0,0,Mon Jul 28 2014 20:24:00 GMT-0400 (EDT)
297.485,336.60699999999997,Mon Jul 28 2014 21:24:00 GMT-0400 (EDT)
0,0,Mon Jul 28 2014 22:24:00 GMT-0400 (EDT)
